UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
B5H2P9,900,['L-threonine aldolase'],Monomer.,[],1
E2Q2P6,901,"['L-threonine 3-dehydrogenase', 'TDH']",Homotetramer.,"['tdh', 'SCLAV_5690']",4
D5SKW2,902,['Dehydratase'],Homotetramer.,[],4
E2PYZ0,903,['Threonine synthase'],Homotetramer.,[],4
E2Q015,904,['Putative ABC transporter permease protein'],Homotetramer.,[],4
B5H1Q0,905,['Thiazole synthase'],Homotetramer. Forms heterodimers with either ThiH or ThiS.,"['thiG', 'SCLAV_1325']",4
E2PZU4,906,['Putative sulfur transfer protein involved in thiamine biosynthesis'],Homotetramer. Forms heterodimers with either ThiH or ThiS.,"['thiS', 'SCLAV_1324']",4
E2Q0L4,907,['Putative transketolase'],Homodimer.,"['tkt', 'SCLAV_5490']",2
E2PW45,908,['Transketolase'],Homodimer.,[],2
B5GYK3,909,['Transketolase'],Homodimer.,[],2
B5GNB7,910,['Transketolase A subunit'],Homodimer.,[],2
B5GNB6,911,['Putative transketolase'],Homodimer.,[],2
B5GT03,912,['Thymidine phosphorylase'],Homodimer.,"['deoA', 'SCLAV_3797']",2
E2QA06,913,"['Flavin-dependent thymidylate synthase', 'FDTS', 'FAD-dependent thymidylate synthase', 'Thymidylate synthase ThyX']",Homotetramer.,"['thyX', 'thyX2', 'SCLAV_4633']",4
E2Q8W8,914,['Thiamine-monophosphate kinase'],Homotetramer.,"['thiL', 'SCLAV_4511']",4
E2PZT9,915,['Thiamine-phosphate synthase'],Homotetramer.,"['thiE', 'SCLAV_1319']",4
E2PYK2,916,['Triosephosphate isomerase'],Homodimer.,"['tpiA', 'SCLAV_1146']",2
E2PZ87,917,['Thioredoxin reductase'],Homodimer.,[],2
B5GX94,918,['Thioredoxin reductase'],Homodimer.,"['trxB', 'SCLAV_2898']",2
B5GNY9,919,['Putative trehalose-6-phosphate synthase'],Homodimer.,"['otsA', 'SCLAV_3252']",2
E2PZL4,920,['Tryptophan synthase beta chain'],Tetramer of two alpha and two beta chains.,"['trpB', 'SCLAV_1244']",2
E2PZL3,921,['Tryptophan synthase alpha chain'],Tetramer of two alpha and two beta chains.,"['trpA', 'SCLAV_1243']",2
D5SKN8,922,['3-hydroxyisobutyrate dehydrogenase'],Tetramer of two alpha and two beta chains.,"['mmsB2', 'SCLAV_p0994']",2
E2PZS0,923,"['UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase', 'Meso-A2pm-adding enzyme', 'Meso-diaminopimelate-adding enzyme', 'UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase', 'UDP-MurNAc-tripeptide synthetase', 'UDP-N-acetylmuramyl-tripeptide synthetase']",Tetramer of two alpha and two beta chains.,"['murE', 'SCLAV_1300']",2
E2Q9G2,924,['Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT'],Forms a heterodimer with GatD.,"['murT', 'SCLAV_0506']",1
E2PWL2,925,['Putative membrane protein'],Forms a heterodimer with GatD.,[],1
B5GMF5,926,['Pleiotropic regulatory protein'],Forms a heterodimer with GatD.,"['degT', 'SCLAV_p0974']",1
E2Q859,927,['UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)'],Forms a heterodimer with GatD.,[],1
B5GUU2,928,"['UDP-N-acetylglucosamine 1-carboxyvinyltransferase', 'Enoylpyruvate transferase', 'UDP-N-acetylglucosamine enolpyruvyl transferase']",Forms a heterodimer with GatD.,[],1
B5GSJ6,929,"['UDP-N-acetylglucosamine 1-carboxyvinyltransferase', 'Enoylpyruvate transferase', 'UDP-N-acetylglucosamine enolpyruvyl transferase', 'EPT']",Forms a heterodimer with GatD.,"['murA', 'SCLAV_2064']",1
B5GXP7,930,['UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase'],Forms a heterodimer with GatD.,"['murG', 'SCLAV_1295']",1
B5GXP5,931,"['UDP-N-acetylmuramoylalanine--D-glutamate ligase', 'D-glutamic acid-adding enzyme', 'UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase']",Forms a heterodimer with GatD.,"['murD', 'SCLAV_1297']",1
E2PVV1,932,['UDP-N-acetylmuramate--L-alanine ligase'],Forms a heterodimer with GatD.,"['murC', 'SCLAV_4868']",1
E2Q2A4,933,['UDP-N-acetylenolpyruvoylglucosamine reductase'],Forms a heterodimer with GatD.,"['murB', 'murB2', 'SCLAV_3620']",1
E2PU31,934,"['Undecaprenyl-diphosphatase', 'Bacitracin resistance protein', 'Undecaprenyl pyrophosphate phosphatase']",Forms a heterodimer with GatD.,"['uppP', 'SCLAV_0574']",1
E2Q325,935,['Isoprenyl transferase'],Homodimer.,"['uppS1', 'SCLAV_1703']",2
E2Q2L3,936,['Putative epimerase/dehydratase'],Homodimer.,[],2
B5GL42,937,"['UDP-glucose 4-epimerase', 'Galactowaldenase', 'UDP-galactose 4-epimerase']",Homodimer.,[],2
E2Q7L9,938,['NAD-dependent epimerase/dehydratase'],Homodimer.,[],2
E2Q7C2,939,['UDP-glucose 4-epimerase'],Homodimer.,"['galE', 'SCLAV_2255']",2
B5GZE8,940,['GDP-mannose 6-dehydrogenase'],Homodimer.,[],2
B5GYV5,941,['UDP-glucose/GDP-mannose dehydrogenase'],Homodimer.,[],2
B5GTI1,942,['Nucleotide sugar dehydrogenase'],Homodimer.,[],2
B5GXU5,943,['UDP-glucose 6-dehydrogenase'],Homodimer.,[],2
B5H0K1,944,['Bifunctional polymyxin resistance ArnA protein'],Homodimer.,[],2
B5GZH0,945,['Amino-transferase'],Homodimer.,[],2
B5GXP3,946,['UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase'],Homodimer.,"['murF', 'SCLAV_1299']",2
E2Q916,947,"['Uridylate kinase', 'UK']",Homohexamer.,"['pyrH', 'SCLAV_4558']",6
E2PZZ6,948,['Sugar transferase'],Homohexamer.,[],6
E2PVT2,949,['Uroporphyrinogen decarboxylase'],Homodimer.,"['hemE', 'SCLAV_4849']",2
B5GUB0,950,"['Uracil phosphoribosyltransferase', 'UMP pyrophosphorylase', 'UPRTase']",Homodimer.,"['upp', 'SCLAV_3039']",2
B5GWZ9,951,['Bifunctional protein PyrR'],Homodimer.,"['pyrR', 'SCLAV_0717']",2
B5H1C5,952,['Uracyl permease'],Homodimer.,"['pyrP', 'SCLAV_0686']",2
E2PWZ1,953,['Permease'],Homodimer.,[],2
B5GZR8,954,"['Urocanate hydratase', 'Urocanase']",Homodimer.,"['hutU', 'SCLAV_2182']",2
E2Q813,955,['Urease subunit alpha'],"May form a heterohexamer of 3 UreC (alpha) and 3 UreAB (gamma/beta) subunits. May also form a heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureC', 'SCLAV_4474']",1
E2Q812,956,['Urease subunit gamma/beta'],Heterohexamer of 3 UreC (alpha) and 3 UreAB (gamma/beta) subunits.,"['ureAB', 'SCLAV_4473']",1
E2Q9I0,957,['Urease subunit gamma'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureA', 'SCLAV_0524']",1
E2Q9H9,958,['Urease subunit beta'],"Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureB', 'SCLAV_0523']",1
E2Q9H8,959,['Urease subunit alpha'],"May form a heterohexamer of 3 UreC (alpha) and 3 UreAB (gamma/beta) subunits. May also form a heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme.","['ureC', 'ureC2', 'SCLAV_0522']",1
E2Q9H6,960,['Urease accessory protein UreG'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['ureG', 'SCLAV_0520']",2
E2PU88,961,['Putative glycerol uptake facilitator protein'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['glpF1', 'SCLAV_0631']",2
B5GUV8,962,['Xylose transport system permease protein XylH'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
B5H2Y3,963,['Putative sugar kinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
E2Q3Q8,964,"['Carbohydrate kinase, FGGY']","Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
B5GQH7,965,['Putative sugar kinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
B5GNA7,966,['Carbohydrate kinase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
E2Q323,967,['Metal transport ABC transporter'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
E2Q321,968,['Putative metal transport ABC transporter substrate-binding protein'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
E2PWJ7,969,['Clavaminate synthase 1'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cas1', 'SCLAV_2925']",2
B5GLC8,970,['Proclavaminate amidinohydrolase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['pah2', 'SCLAV_4195']",2
B5GLD3,971,['Clavaldehyde dehydrogenase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['car', 'SCLAV_4190']",2
E2Q5R1,972,['N-5-amino-5-carboxypentanoyl-L-cysteinyl-D-valine synthase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['pcbAB', 'SCLAV_4200']",2
E2Q5R0,973,['Isopenicillin N synthase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['pcbC', 'SCLAV_4199']",2
B5GZ77,974,"['Peptidase C45, acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase']","Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
E2Q7I8,975,['Penicillin acylase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
B5GLB0,976,['Deacetoxycephalosporin C synthetase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cefE', 'SCLAV_4211']",2
B5GLB5,977,['Deacetoxycephalosporin C hydroxylase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cefF', 'SCLAV_4206']",2
E2Q1L9,978,['Esterase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
B5GZH3,979,"[""3'-hydroxymethylcephem-O-carbamoyltransferase""]","Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.",[],2
B5GLB3,980,['Cephalosporin hydroxylase CmcI'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['cmcI', 'SCLAV_4208']",2
B5GV83,981,['Phosphoglycerate mutase'],"Homodimer. UreD, UreF and UreG form a complex that acts as a GTP-hydrolysis-dependent molecular chaperone, activating the urease apoprotein by helping to assemble the nickel containing metallocenter of UreC. The UreE protein probably delivers the nickel.","['gpmA1', 'SCLAV_1867']",2
B5GKZ8,982,['Pyruvate kinase'],Homotetramer.,[],4
E2Q0G5,983,['Pyruvate phosphate dikinase'],Homotetramer.,[],4
B5GP42,984,['L-asparaginase II'],Homotetramer.,[],4
B5GYL6,985,['cysteine desulfurase'],Homotetramer.,[],4
E2PU47,986,['Dipeptidyl aminopeptidase/acylaminoacyl peptidase'],Homotetramer.,[],4
E2PZ02,987,['Diguanylate cyclase'],Homotetramer.,[],4
D5SLJ4,988,['Fatty acid-CoA ligase'],Homotetramer.,[],4
B5GNI3,989,['Long-chain-fatty-acid--CoA ligase'],Homotetramer.,[],4
B5H260,990,['Acyltransferase'],Homotetramer.,[],4
E2Q8W4,991,['Acyltransferase'],Homotetramer.,[],4
E2Q842,992,['Glycerophosphoryl diester phosphodiesterase'],Homotetramer.,"['glpQ1', 'SCLAV_0298']",4
B5H1A9,993,['Uridine kinase'],Homotetramer.,[],4
D5SHW8,994,['Methylisocitrate lyase'],Homotetramer.,[],4
D5SLP1,995,['Enediyne Polyketide synthase'],Homotetramer.,[],4
Q9X5G6,996,['Putative ribulose-5-phosphate epimerase'],Homotetramer.,"['cvm2', 'SCLAV_2927']",4
B5GYL7,997,['SUF system FeS assembly protein'],Homotetramer.,[],4
E2Q0R3,998,['Iron-sulfur cluster assembly accessory protein'],Homotetramer.,[],4
D5SHX5,999,['cysteine desulfurase'],Homotetramer.,[],4
D5SM15,1000,['Serine acetyltransferase'],Homotetramer.,"['cysE', 'SCLAV_p1476']",4
E2Q5F5,1001,['Putative sugar transporter sugar binding protein'],Homotetramer.,"['dasA', 'SCLAV_4094']",4
E2Q5Q3,1002,"['ABC-type dipeptide transport system, periplasmic component']",Homotetramer.,"['oppA1', 'SCLAV_4192']",4
E2PUS3,1003,['Chloride channel core'],Homotetramer.,[],4
B5H374,1004,['Amino acid ABC transporter ATP-binding protein'],Homotetramer.,[],4
B5GS55,1005,['Amino acid permease'],Homotetramer.,[],4
E2PUU5,1006,['Amino acid permease'],Homotetramer.,[],4
D5SLZ9,1007,['Amino acid permease'],Homotetramer.,[],4
B5GQF7,1008,['Amino acid transporter'],Homotetramer.,[],4
B5GXG2,1009,['Putative amino acid permease'],Homotetramer.,[],4
D5SLB0,1010,['Amino acid permease'],Homotetramer.,[],4
B5H1R6,1011,['Ion transporting ATPase'],Homotetramer.,[],4
E2PWD5,1012,['Putative ion transport protein'],Homotetramer.,[],4
E2Q6Z6,1013,['Ionic transporter'],Homotetramer.,"['chaA', 'SCLAV_0167']",4
E2Q1F6,1014,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpB', 'kdpB4', 'SCLAV_5515']",1
D5SLL5,1015,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpB', 'SCLAV_p1322']",1
E2PYB1,1016,['Choline/carnitine/betaine transporter family protein'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
B5GUN8,1017,['Carbohydrate ABC transporter'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
E2QA99,1018,['Putative ABC transporter ATP-binding protein'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
B5GYA9,1019,['Glutamate transporter permease'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['gluC', 'SCLAV_4661']",1
E2Q968,1020,['Peptide transport system permease'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
B5GVU9,1021,['2-methylcitrate dehydratase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
D5SKY4,1022,['Putative kinase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
E2Q3T6,1023,['Kinase'],"The system is composed of three essential subunits: KdpA, KdpB and KdpC.",[],1
B5GNW4,1024,"['N-acetylmuramic acid 6-phosphate etherase', 'MurNAc-6-P etherase', 'N-acetylmuramic acid 6-phosphate hydrolase', 'N-acetylmuramic acid 6-phosphate lyase']",Homodimer.,"['murQ', 'SCLAV_3276']",2
B5GMB4,1025,['3-hydroxyisobutyryl-CoA hydrolase'],Homodimer.,[],2
B5GQC8,1026,['Putative sugar hydrolase'],Homodimer.,[],2
E2Q590,1027,['beta-N-acetylhexosaminidase'],Homodimer.,[],2
B5GNY4,1028,['Sugar kinase'],Homodimer.,[],2
E2Q9I7,1029,['Biotin synthase'],Homodimer.,"['bioB', 'SCLAV_0531']",2
B5GLJ1,1030,"['dTDP-glucose 4,6-dehydratase']",Homodimer.,[],2
B5GT29,1031,['5-carboxymethyl-2-hydroxymuconate delta-isomerase'],Homodimer.,[],2
E2Q5H0,1032,['Dihydrofolate reductase'],Homodimer.,[],2
B5GMY2,1033,['Dihydrofolate reductase'],Homodimer.,[],2
E2PZV9,1034,"['Futalosine hydrolase', 'FL hydrolase', 'Futalosine nucleosidase', 'Menaquinone biosynthetic enzyme MqnB']",Homodimer.,"['mqnB', 'SCLAV_3307']",2
E2Q9X6,1035,['dolichyl-phosphate beta-glucosyltransferase'],Homodimer.,[],2
E2Q8V5,1036,['Glutamate--tRNA ligase'],Monomer.,"['gltX', 'gltX2', 'SCLAV_4498']",1
E2Q0L6,1037,"['Type III PKS, putative chalcone synthase']",Homodimer.,"['rppA', 'SCLAV_5492']",2
E2Q6A8,1038,['Dipeptidase'],Homodimer.,[],2
E2Q4W4,1039,['Peptidase'],Homodimer.,[],2
E2Q6E9,1040,['Putative secreted protein'],Homodimer.,[],2
B5H3K8,1041,['Putative CoA transferase beta subunit'],Homodimer.,[],2
D5SKL2,1042,"['Beta-1,4-galactosyltransferase']",Homodimer.,[],2
B5GPU5,1043,['Polyprenol-phosphate-mannose--protein mannosyltransferase'],Homodimer.,[],2
E2PZX2,1044,"[""RNA 2',3'-cyclic phosphodiesterase"", ""RNA 2',3'-CPDase""]",Homodimer.,[],2
B5GKZ5,1045,['ATP-dependent 6-phosphofructokinase'],Homodimer or homotetramer.,"['pfkA', 'SCLAV_4332']",2
B5GRU0,1046,['Phosphatidylserine decarboxylase proenzyme'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,"['psd', 'SCLAV_5055']",1
B5GNF8,1047,['Uncharacterized protein'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[],1
B5GZM2,1048,['Putative hydrolase'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[],1
B5GRN0,1049,['Uricase'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[],1
E2PY28,1050,['Xylose isomerase-like enzyme'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[],1
E2Q7N5,1051,['Xylose isomerase domain-containing protein'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,[],1
